קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה
4.0,2000.0,24/10/2000,הירדן 45,12484-1-14,דירה בבית קומות,2.5,רביעית,46.5,"385,000 ₪",תל-עמל
2.0,1950.0,24/03/2019,דוד רזיאל 56,12483-15-7,דירה בבית קומות,2.5,ראשונה,56.88,"570,000 ₪",תל-עמל
3.0,1970.0,19/03/2019,דוד רזיאל 46,12483-20-9,דירה בבית קומות,4,שלישית,76.25,"779,000 ₪",תל-עמל
2.0,2020.0,07/03/2019,פאר 27,12483-23-3,דירה בבית קומות,3,לא ידוע,62,"855,000 ₪",תל-עמל
6.0,1999.0,06/03/2019,פאר 20,12496-2-7,דירה בבית קומות,3,שלישית,57.4,"785,000 ₪",תל-עמל
6.0,1999.0,14/03/1999,פאר 20,12496-2-7,דירה בבית קומות,3,שלישית,57.4,"381,000 ₪",תל-עמל
4.0,1960.0,05/03/2019,פאר 58,11720-29-15,דירה בבית קומות,3,רביעית,47.8,"525,000 ₪",תל-עמל
3.0,1950.0,04/03/2019,הירדן 27,12485-4-1,מחסנים,לא ידוע,ראשונה,200,"2,150,000 ₪",תל-עמל
0.0,0.0,24/02/2019,ללא כתובת,11720-5-1,דירה בבית קומות,5.5,שלישית,100,"1,000,000 ₪",תל-עמל
5.0,1970.0,30/01/2019,יד לבנים 122,11720-63-1,דירה בבית קומות,3,ראשונה,68.08,"730,000 ₪",תל-עמל
1.0,1995.0,27/01/2019,יוסף וינר 31,12494-12-2,דירה בבית קומות,2,שלישית,50,"400,000 ₪",תל-עמל
3.0,1960.0,27/01/2019,הירדן 48,12484-14-6,דירה בבית קומות,3,שלישית,58,"515,000 ₪",תל-עמל
3.0,1960.0,07/06/2009,הירדן 48,12484-14-6,דירה בבית קומות,3,שלישית,58,"130,000 ₪",תל-עמל
4.0,2004.0,22/01/2019,דוד רזיאל 54,12483-16-5,דירה בבית קומות,2,שניה,33.93,"605,000 ₪",תל-עמל
4.0,1960.0,14/01/2019,יד לבנים 130,11720-57-4,דירה בבית קומות,4,שניה,69.5,"840,000 ₪",תל-עמל
4.0,1960.0,10/01/2019,פאר 31,12483-25-4,דירה בבית קומות,3,ראשונה,67.65,"725,000 ₪",תל-עמל
3.0,1960.0,10/01/2019,הירדן 50,12484-12-9,דירה בבית קומות,3,שלישית,57,"520,000 ₪",תל-עמל
4.0,1970.0,30/12/2018,פאר 68,11720-43-15,דירה בבית קומות,3,רביעית,61.67,"515,000 ₪",תל-עמל
4.0,1970.0,28/12/2018,פאר 68,11720-43-18,דירה בבית קומות,2,ראשונה,51.23,"632,000 ₪",תל-עמל
4.0,1970.0,10/09/2015,פאר 68,11720-43-18,דירה בבית קומות,2,ראשונה,51.23,"380,000 ₪",תל-עמל
4.0,1970.0,28/12/2018,פאר 6,12494-18-8,דירה בבית קומות,3,שלישית,73,"575,000 ₪",תל-עמל
0.0,0.0,27/12/2018,ללא כתובת,12485-13-5,דירה בבית קומות,2.5,ראשונה,55,"486,000 ₪",תל-עמל
2.0,1950.0,18/12/2018,דוד רזיאל 56,12483-15-10,דירה בבית קומות,3,שניה,56.88,"525,000 ₪",תל-עמל
2.0,1950.0,31/10/2013,דוד רזיאל 56,12483-15-10,דירה בבית קומות,3,שניה,56.88,"385,000 ₪",תל-עמל
4.0,1950.0,13/12/2018,רזיאל דוד 63,12483-8-10,דירה בבית קומות,1,שלישית,30.3,"350,000 ₪",תל-עמל
3.0,1970.0,05/12/2018,הירדן 44,12486-12-1,דירה בבית קומות,3,קרקע,91.2,"675,000 ₪",תל-עמל
3.0,1970.0,12/01/2017,הירדן 44,12486-12-1,דירה בבית קומות,3,קרקע,91.2,"720,000 ₪",תל-עמל
4.0,1970.0,28/11/2018,וינר יוסף 25,12494-19-3,דירה בבית קומות,4,שניה,85,"660,000 ₪",תל-עמל
4.0,1960.0,27/11/2018,פאר 58,11720-29-3,דירה בבית קומות,2,ראשונה,51.1,"600,000 ₪",תל-עמל
3.0,1960.0,22/11/2018,רזיאל דוד 43,12486-13-2,דירה בבית קומות,2,קרקע,45.36,"210,000 ₪",תל-עמל
3.0,1960.0,18/07/2012,רזיאל דוד 43,12486-13-2,דירה בבית קומות,2,קרקע,45.36,"350,000 ₪",תל-עמל
4.0,2004.0,22/11/2018,דוד רזיאל 54,12483-16-10,דירה בבית קומות,2,רביעית,33.93,"583,000 ₪",תל-עמל
3.0,1960.0,18/11/2018,פאר 66,11720-42-14,דירה בבית קומות,3,שלישית,51.2,"570,000 ₪",תל-עמל
4.0,1970.0,15/11/2018,פאר 74,11720-55-2,דירה בבית קומות,3,ראשונה,72.9,"710,000 ₪",תל-עמל
4.0,1970.0,08/06/2015,פאר 74,11720-55-2,דירה בבית קומות,3,ראשונה,72.9,"600,000 ₪",תל-עמל
9.0,1999.0,14/11/2018,יד לבנים 92,11720-64-42,דירה בבית קומות,3.5,עשירית,79.06,"1,100,000 ₪",תל-עמל
9.0,1999.0,23/12/2009,יד לבנים 92,11720-64-42,דירה בבית קומות,3.5,עשירית,79.06,"550,000 ₪",תל-עמל
8.0,1970.0,06/11/2018,יוסף וינר 17,12494-21-4,דירה בבית קומות,3.5,שניה,72.35,"620,000 ₪",תל-עמל
8.0,1970.0,03/11/2011,יוסף וינר 17,12494-21-4,דירה בבית קומות,3.5,שניה,72.35,"133,000 ₪",תל-עמל
8.0,1970.0,11/01/1998,יוסף וינר 17,12494-21-4,דירה בבית קומות,3.5,שניה,72.35,"444,000 ₪",תל-עמל
4.0,2000.0,17/10/2018,הירדן 45,12484-1-10,דירה בבית קומות,3,שלישית,42.5,"545,000 ₪",תל-עמל
4.0,2000.0,06/09/2009,הירדן 45,12484-1-10,דירה בבית קומות,3,שלישית,42.5,"285,000 ₪",תל-עמל
4.0,1960.0,14/09/2018,פאר 28,12497-3-10,דירה בבית קומות,3,שניה,70,"620,000 ₪",תל-עמל
4.0,1960.0,23/07/2018,פאר 28,12497-3-10,דירה בבית קומות,3,שניה,70,"550,000 ₪",תל-עמל
4.0,1960.0,28/03/2011,פאר 28,12497-3-10,דירה בבית קומות,3,שניה,70,"430,000 ₪",תל-עמל
1.0,1950.0,30/08/2018,יד לבנים 38,12483-6-2,דירה בבית קומות,3,ראשונה,72.76,"690,000 ₪",תל-עמל
1.0,1950.0,18/07/2004,יד לבנים 38,12483-6-2,דירה בבית קומות,3,ראשונה,72.76,"247,000 ₪",תל-עמל
9.0,2014.0,28/08/2018,יד לבנים 174,12496-13-22,דירה בבית קומות,4,ראשונה,98,"1,250,000 ₪",תל-עמל
9.0,2014.0,16/08/2018,יד לבנים 174,12496-13-21,דירה בבית קומות,4,שישית,73,"1,250,000 ₪",תל-עמל
4.0,1960.0,07/08/2018,יד לבנים 130,11720-57-8,דירה בבית קומות,3,רביעית,70.7,"930,000 ₪",תל-עמל
4.0,1960.0,03/06/2016,יד לבנים 130,11720-57-8,דירה בבית קומות,3,רביעית,70.7,"749,000 ₪",תל-עמל
4.0,1960.0,08/06/2006,יד לבנים 130,11720-57-8,דירה בבית קומות,3,רביעית,70.7,"331,000 ₪",תל-עמל
6.0,1970.0,05/08/2018,פאר 49,11720-11-11,דירה בבית קומות,3,שניה,59.72,"610,000 ₪",תל-עמל
6.0,1970.0,23/11/2014,פאר 49,11720-11-11,דירה בבית קומות,3,שניה,59.72,"540,000 ₪",תל-עמל
1.0,1950.0,19/07/2018,פאר 36,12497-6-4,דירה בבית קומות,4,קוטצז',75,"725,000 ₪",תל-עמל
1.0,1950.0,13/04/2016,פאר 36,12497-6-4,דירה בבית קומות,4,קוטצז',75,"560,000 ₪",תל-עמל
3.0,1970.0,30/06/2018,דוד רזיאל 46,12483-20-1,חנות,לא ידוע,קרקע,24.08,"70,000 ₪",תל-עמל
5.0,1970.0,26/06/2018,יד לבנים 66,11720-17-9,דירה בבית קומות,2,רביעית,47.75,"515,000 ₪",תל-עמל
5.0,1970.0,04/08/2014,יד לבנים 66,11720-17-9,דירה בבית קומות,2,רביעית,47.75,"450,000 ₪",תל-עמל
5.0,1960.0,20/06/2018,פאר 32,12497-4-14,חנות,לא ידוע,קרקע,לא ידוע,"150,000 ₪",תל-עמל
8.0,1970.0,14/06/2018,יד לבנים 176,12496-12-37,דירה בבית קומות,3,חמישית,73.4,"729,000 ₪",תל-עמל
8.0,1970.0,15/02/2012,יד לבנים 176,12496-12-37,דירה בבית קומות,3,חמישית,73.4,"590,000 ₪",תל-עמל
2.0,2020.0,05/06/2018,פאר 27,12483-23-2,קרקע למגורים,לא ידוע,לא ידוע,567,"1,400,000 ₪",תל-עמל
4.0,1960.0,27/05/2018,רזיאל דוד 64,11720-8-2,דירה בבית קומות,2,ראשונה,44.83,"500,000 ₪",תל-עמל
4.0,1960.0,08/08/2010,רזיאל דוד 64,11720-8-2,דירה בבית קומות,2,ראשונה,44.83,"220,000 ₪",תל-עמל
5.0,1970.0,24/05/2018,פאר 53,11720-15-10,דירה בבית קומות,2.5,ראשונה,47.75,"595,000 ₪",תל-עמל
5.0,1970.0,21/01/2016,פאר 53,11720-15-10,דירה בבית קומות,2.5,ראשונה,47.75,"480,000 ₪",תל-עמל
5.0,1970.0,03/01/2013,פאר 53,11720-15-10,דירה בבית קומות,2.5,ראשונה,47.75,"299,000 ₪",תל-עמל
2.0,1950.0,24/05/2018,הירדן 41,12485-21-7,דירה בבית קומות,2,שניה,56.58,"520,000 ₪",תל-עמל
4.0,1960.0,16/05/2018,פאר 28,12497-3-7,דירה בבית קומות,3,ראשונה,54,"555,000 ₪",תל-עמל
3.0,1960.0,20/04/2018,יד לבנים 26,12484-2-4,דירה בבית קומות,3,ראשונה,54.6,"600,000 ₪",תל-עמל
3.0,1960.0,10/01/2000,יד לבנים 26,12484-2-4,דירה בבית קומות,3,ראשונה,54.6,"370,000 ₪",תל-עמל
5.0,1980.0,12/04/2018,יוסף וינר 3,12496-6-3,דירה בבית קומות,3.5,רביעית+מחסן,83.25,"705,000 ₪",תל-עמל
5.0,1980.0,27/04/2015,יוסף וינר 3,12496-6-3,דירה בבית קומות,3.5,רביעית+מחסן,83.25,"575,000 ₪",תל-עמל
5.0,1980.0,12/05/2014,יוסף וינר 3,12496-6-3,דירה בבית קומות,3.5,רביעית+מחסן,83.25,"460,000 ₪",תל-עמל
8.0,1970.0,02/04/2018,יוסף וינר 15,12494-27-31,דירה בבית קומות,4,שביעית,81.6,"940,000 ₪",תל-עמל
1.0,1995.0,29/03/2018,יוסף וינר 31,12494-12-1,דירה בבית קומות,2,שלישית,44,"440,000 ₪",תל-עמל
0.0,0.0,28/03/2018,ללא כתובת,12494-5-6,בניני ציבור,לא ידוע,קומה 3,59.6,"860,000 ₪",תל-עמל
8.0,1970.0,28/03/2018,יוסף וינר 17,12494-21-14,דירה בבית קומות,3,רביעית,76,"830,000 ₪",תל-עמל
8.0,1970.0,11/02/2016,יוסף וינר 17,12494-21-14,דירה בבית קומות,3,רביעית,76,"769,000 ₪",תל-עמל
4.0,1998.0,28/03/2018,דוד רזיאל 29,12486-18-7,דירה בבית קומות,4,שלישית,70,"750,000 ₪",תל-עמל
2.0,1960.0,15/03/2018,הירדן 43,12485-23-3,דירה בבית קומות,3,שניה,60,"417,000 ₪",תל-עמל
3.0,1970.0,12/03/2018,הירדן 44,12486-12-4,דירה בבית קומות,2,שניה,61.5,"550,000 ₪",תל-עמל
8.0,1970.0,05/03/2018,יוסף וינר 15,12494-27-2,דירה בבית קומות,3,ראשונה,73.25,"700,000 ₪",תל-עמל
8.0,1970.0,04/06/2013,יוסף וינר 15,12494-27-2,דירה בבית קומות,3,ראשונה,73.25,"529,000 ₪",תל-עמל
3.0,1950.0,20/02/2018,דוד רזיאל 32,12486-25-16,דירה בבית קומות,2,שלישית,40.14,"390,000 ₪",תל-עמל
3.0,1960.0,18/02/2018,פאר 69,11720-22-4,דירה בבית קומות,2.5,ראשונה,61,"590,000 ₪",תל-עמל
3.0,1950.0,15/02/2018,יד לבנים 14,12485-11-1,דירה בבית קומות,3,קרקע,70,"675,000 ₪",תל-עמל
3.0,1950.0,24/08/2008,יד לבנים 14,12485-11-1,דירה בבית קומות,3,קרקע,70,"170,000 ₪",תל-עמל
3.0,1950.0,10/06/1999,יד לבנים 14,12485-11-1,דירה בבית קומות,3,קרקע,70,"531,000 ₪",תל-עמל
9.0,1970.0,18/01/2018,יד לבנים 178,12496-10-21,דירה בבית קומות,2,ראשונה,47.4,"480,000 ₪",תל-עמל
4.0,1966.0,02/01/2018,פאר 43,11720-9-7,דירה בבית קומות,4,רביעית,80.6,"695,000 ₪",תל-עמל
3.0,1973.0,27/12/2017,פאר 78,11720-53-4,דירה בבית קומות,4,שניה,80.93,"700,000 ₪",תל-עמל
3.0,1973.0,22/06/2009,פאר 78,11720-53-4,דירה בבית קומות,4,שניה,80.93,"450,000 ₪",תל-עמל
2.0,1960.0,27/12/2017,פאר 71,11720-48-9,דירה בבית קומות,3,שניה,53.6,"650,000 ₪",תל-עמל
3.0,1970.0,25/12/2017,הירדן 44,12486-12-5,דירה בבית קומות,3,שניה,61.5,"510,000 ₪",תל-עמל
4.0,1960.0,04/12/2017,פאר 58,11720-29-12,דירה בבית קומות,2.5,שלישית,51.1,"516,000 ₪",תל-עמל
4.0,1960.0,05/10/2008,פאר 58,11720-29-12,דירה בבית קומות,2.5,שלישית,51.1,"155,000 ₪",תל-עמל
5.0,1950.0,29/11/2017,פאר 42,12497-9-5,דירה בבית קומות,3,שניה,47.5,"540,000 ₪",תל-עמל
5.0,1970.0,19/11/2017,יד לבנים 66,11720-17-27,דירה בבית קומות,2,שלישית,47.75,"470,000 ₪",תל-עמל
5.0,1970.0,11/06/2009,יד לבנים 66,11720-17-27,דירה בבית קומות,2,שלישית,47.75,"150,000 ₪",תל-עמל
5.0,1970.0,24/03/2005,יד לבנים 66,11720-17-27,דירה בבית קומות,2,שלישית,47.75,"145,000 ₪",תל-עמל
5.0,1970.0,16/11/2017,יד לבנים 66,11720-17-29,דירה בבית קומות,2,רביעית,47.75,"530,000 ₪",תל-עמל
5.0,1970.0,31/07/2017,יד לבנים 66,11720-17-29,דירה בבית קומות,2,רביעית,47.75,"455,000 ₪",תל-עמל
3.0,1970.0,14/11/2017,פאר 80,11720-61-4,דירה בבית קומות,4,שניה,80.93,"700,000 ₪",תל-עמל
2.0,1950.0,06/11/2017,הירדן 37,12485-17-2,דירה בבית קומות,2.5,קרקע,61.33,"650,000 ₪",תל-עמל
4.0,1970.0,31/10/2017,הירדן 31,12485-8-3,דירה בבית קומות,3,מפלס ב',59.5,"390,000 ₪",תל-עמל
4.0,1970.0,25/10/2017,פאר 7,12486-24-3,דירה בבית קומות,3,ראשונה,74.6,"620,000 ₪",תל-עמל
2.0,1960.0,25/10/2017,פאר 35,12483-27-4,דירה בבית קומות,2.5,ראשונה,51.2,"600,000 ₪",תל-עמל
2.0,1960.0,09/03/2016,פאר 35,12483-27-4,דירה בבית קומות,2.5,ראשונה,51.2,"580,000 ₪",תל-עמל
2.0,1960.0,07/08/2012,פאר 35,12483-27-4,דירה בבית קומות,2.5,ראשונה,51.2,"375,000 ₪",תל-עמל
2.0,1960.0,02/03/2010,פאר 35,12483-27-4,דירה בבית קומות,2.5,ראשונה,51.2,"280,000 ₪",תל-עמל
2.0,1960.0,04/03/2004,פאר 35,12483-27-4,דירה בבית קומות,2.5,ראשונה,51.2,"247,000 ₪",תל-עמל
3.0,1960.0,23/10/2017,הגיבורים 50,12485-1-2,דירה בבית קומות,3,קרקע,57,"550,000 ₪",תל-עמל
3.0,1960.0,08/09/2016,הגיבורים 50,12485-1-2,דירה בבית קומות,3,קרקע,57,"425,000 ₪",תל-עמל
3.0,1960.0,30/12/2013,הגיבורים 50,12485-1-2,דירה בבית קומות,3,קרקע,57,"362,000 ₪",תל-עמל
0.0,0.0,03/10/2017,ללא כתובת,12494-5-3,דירה בבית קומות,3,קומה 2,59.6,"956,000 ₪",תל-עמל
3.0,1960.0,17/09/2017,יד לבנים 128,11720-58-2,דירה בבית קומות,3,קרקע,60,"725,000 ₪",תל-עמל
3.0,1960.0,23/12/2013,יד לבנים 128,11720-58-2,דירה בבית קומות,3,קרקע,60,"640,000 ₪",תל-עמל
3.0,1960.0,06/05/2013,יד לבנים 128,11720-58-2,דירה בבית קומות,3,קרקע,60,"439,000 ₪",תל-עמל
5.0,1960.0,10/09/2017,רזיאל דוד 71,12483-13-10,דירה בבית קומות,3,חמישית,59.4,"670,000 ₪",תל-עמל
5.0,1960.0,23/06/2002,רזיאל דוד 71,12483-13-10,דירה בבית קומות,3,חמישית,59.4,"388,000 ₪",תל-עמל
3.0,1960.0,04/09/2017,יד לבנים 154,11720-36-1,דירה בבית קומות,2,קרקע,48.15,"720,000 ₪",תל-עמל
2.0,1980.0,23/08/2017,יוסף וינר 24,12494-3-2,דירה בבית קומות,3,רביעית,60,"600,000 ₪",תל-עמל
5.0,1960.0,23/08/2017,יד לבנים 126,11720-59-8,דירה בבית קומות,3,רביעית,65.93,"820,000 ₪",תל-עמל
3.0,1960.0,11/08/2017,יד לבנים 50,11720-1-13,דירה בבית קומות,4,שלישית,62,"642,000 ₪",תל-עמל
3.0,1960.0,28/01/2014,יד לבנים 50,11720-1-13,דירה בבית קומות,4,שלישית,62,"568,000 ₪",תל-עמל
3.0,1970.0,03/08/2017,פאר 8,12494-23-1,דירה בבית קומות,2.5,קרקע,44.83,"540,000 ₪",תל-עמל
3.0,1970.0,06/09/2015,פאר 8,12494-23-1,דירה בבית קומות,2.5,קרקע,44.83,"410,000 ₪",תל-עמל
3.0,1970.0,12/11/2014,פאר 8,12494-23-1,דירה בבית קומות,2.5,קרקע,44.83,"370,000 ₪",תל-עמל
4.0,1970.0,24/07/2017,פאר 68,11720-43-6,דירה בבית קומות,3,שלישית,61.67,"675,000 ₪",תל-עמל
4.0,1970.0,05/07/2011,פאר 68,11720-43-6,דירה בבית קומות,3,שלישית,61.67,"175,000 ₪",תל-עמל
2.0,1950.0,24/07/2017,יד לבנים 16,12485-16-6,דירה בבית קומות,2,ראשונה,53,"520,000 ₪",תל-עמל
2.0,1950.0,20/11/2013,יד לבנים 16,12485-16-6,דירה בבית קומות,2,ראשונה,53,"385,000 ₪",תל-עמל
2.0,1950.0,21/12/2012,יד לבנים 16,12485-16-6,דירה בבית קומות,2,ראשונה,53,"320,000 ₪",תל-עמל
9.0,1999.0,18/07/2017,יד לבנים 92,11720-64-14,דירה בבית קומות,3,חמישית,71.15,"816,300 ₪",תל-עמל
9.0,1999.0,09/12/2001,יד לבנים 92,11720-64-14,דירה בבית קומות,3,חמישית,71.15,"444,000 ₪",תל-עמל
9.0,1999.0,23/08/2001,יד לבנים 92,11720-64-14,דירה בבית קומות,3,חמישית,71.15,"542,000 ₪",תל-עמל
9.0,1999.0,30/07/2001,יד לבנים 92,11720-64-14,דירה בבית קומות,3,חמישית,71.15,"529,000 ₪",תל-עמל
3.0,1960.0,16/07/2017,הגיבורים 52,12485-6-3,דירה בבית קומות,2,ראשונה,62,"177,000 ₪",תל-עמל
5.0,1980.0,13/07/2017,יוסף וינר 3,12496-6-10,דירה בבית קומות,4,שביעית+מחסן,82.15,"250,000 ₪",תל-עמל
5.0,1980.0,22/04/1998,יוסף וינר 3,12496-6-10,דירה בבית קומות,4,שביעית+מחסן,82.15,"469,000 ₪",תל-עמל
2.0,1960.0,11/07/2017,יד לבנים 34,12483-3-4,דירה בבית קומות,5,ראשונה,110.2,"830,000 ₪",תל-עמל
2.0,1960.0,30/11/1998,יד לבנים 34,12483-3-4,דירה בבית קומות,5,ראשונה,110.2,"469,000 ₪",תל-עמל
9.0,1999.0,07/07/2017,יד לבנים 92,11720-64-92,דירה בבית קומות,3,שתים עשרה,71,"880,000 ₪",תל-עמל
5.0,1970.0,02/07/2017,יד לבנים 66,11720-17-14,דירה בבית קומות,2.5,ראשונה,47.75,"550,000 ₪",תל-עמל
5.0,1970.0,06/12/2015,יד לבנים 66,11720-17-14,דירה בבית קומות,2.5,ראשונה,47.75,"480,000 ₪",תל-עמל
2.0,1970.0,25/06/2017,דוד רזיאל 45,12484-16-10,דירה בבית קומות,2,מרתף א',37.23,"410,000 ₪",תל-עמל
2.0,1970.0,04/02/2013,דוד רזיאל 45,12484-16-10,דירה בבית קומות,2,מרתף א',37.23,"355,000 ₪",תל-עמל
2.0,1970.0,23/01/2012,דוד רזיאל 45,12484-16-10,דירה בבית קומות,2,מרתף א',37.23,"250,000 ₪",תל-עמל
1.0,1960.0,19/06/2017,דוד רזיאל 65,12483-10-3,דירה בבית קומות,3,קרקע,66,"827,000 ₪",תל-עמל
6.0,1999.0,11/06/2017,פאר 20,12496-2-11,דירה בבית קומות,2,חמישית,35.7,"515,000 ₪",תל-עמל
6.0,1999.0,22/11/2015,פאר 20,12496-2-11,דירה בבית קומות,2,חמישית,35.7,"360,000 ₪",תל-עמל
6.0,1999.0,31/10/2010,פאר 20,12496-2-11,דירה בבית קומות,2,חמישית,35.7,"245,000 ₪",תל-עמל
6.0,1999.0,17/01/2001,פאר 20,12496-2-11,דירה בבית קומות,2,חמישית,35.7,"226,000 ₪",תל-עמל
3.0,1950.0,04/06/2017,הירדן 39,12485-18-4,דירה בבית קומות,3,ראשונה,53,"450,000 ₪",תל-עמל
2.0,1960.0,04/06/2017,יד לבנים 12,12485-12-4,דירה בבית קומות,3,ראשונה,56.68,"465,000 ₪",תל-עמל
6.0,1970.0,21/05/2017,פאר 49,11720-11-7,דירה בבית קומות,2.5,רביעית,47.75,"480,000 ₪",תל-עמל
8.0,1970.0,19/05/2017,יוסף וינר 17,12494-21-23,דירה בבית קומות,3,שישית,70.9,"600,000 ₪",תל-עמל
3.0,1960.0,18/05/2017,דוד רזיאל 67,12483-11-14,דירה בבית קומות,3,שלישית,52,"630,000 ₪",תל-עמל
3.0,1960.0,06/09/2010,דוד רזיאל 67,12483-11-14,דירה בבית קומות,3,שלישית,52,"275,000 ₪",תל-עמל
5.0,1970.0,17/05/2017,פאר 53,11720-15-22,דירה בבית קומות,2,רביעית,47.75,"540,000 ₪",תל-עמל
2.0,1960.0,16/05/2017,דוד רזיאל 60,12483-14-1,דירה בבית קומות,3,קרקע,55.58,"600,000 ₪",תל-עמל
2.0,1960.0,16/03/2011,דוד רזיאל 60,12483-14-1,דירה בבית קומות,3,קרקע,55.58,"305,000 ₪",תל-עמל
2.0,1960.0,17/05/2009,דוד רזיאל 60,12483-14-1,דירה בבית קומות,3,קרקע,55.58,"145,000 ₪",תל-עמל
4.0,1970.0,16/05/2017,פאר 68,11720-43-5,דירה בבית קומות,2,שלישית,51.23,"589,000 ₪",תל-עמל
4.0,1970.0,11/02/2010,פאר 68,11720-43-5,דירה בבית קומות,2,שלישית,51.23,"200,000 ₪",תל-עמל
5.0,1970.0,15/05/2017,פאר 53,11720-15-29,דירה בבית קומות,3,שניה,54.26,"700,000 ₪",תל-עמל
4.0,1970.0,14/05/2017,הירדן 38,12486-8-1,דירה בבית קומות,3,ראשונה,54.7,"585,000 ₪",תל-עמל
4.0,1970.0,15/04/2015,הירדן 38,12486-8-1,דירה בבית קומות,3,ראשונה,54.7,"520,000 ₪",תל-עמל
4.0,1970.0,19/08/1999,הירדן 38,12486-8-1,דירה בבית קומות,3,ראשונה,54.7,"412,000 ₪",תל-עמל
8.0,1970.0,09/05/2017,יד לבנים 176,12496-12-47,דירה בבית קומות,3,שביעית,71.05,"765,000 ₪",תל-עמל
8.0,1970.0,16/10/2001,יד לבנים 176,12496-12-47,דירה בבית קומות,3,שביעית,71.05,"429,000 ₪",תל-עמל
4.0,1970.0,05/05/2017,דוד רזיאל 39,12486-14-6,דירה בבית קומות,4,שלישית,73.7,"635,000 ₪",תל-עמל
4.0,1970.0,18/06/2007,דוד רזיאל 39,12486-14-6,דירה בבית קומות,4,שלישית,73.7,"310,000 ₪",תל-עמל
3.0,1970.0,27/04/2017,הירדן 35,12485-10-6,דירה בבית קומות,3,שניה,67.1,"200,000 ₪",תל-עמל
9.0,1999.0,23/04/2017,יד לבנים 92,11720-64-4,דירה בבית קומות,4,שלישית,87.31,"950,000 ₪",תל-עמל
9.0,1999.0,12/06/2013,יד לבנים 92,11720-64-4,דירה בבית קומות,4,שלישית,87.31,"760,000 ₪",תל-עמל
2.0,1960.0,10/04/2017,יד לבנים 46,12483-12-9,דירה בבית קומות,3,קרקע,62.72,"571,000 ₪",תל-עמל
2.0,1960.0,31/03/2010,יד לבנים 46,12483-12-9,דירה בבית קומות,3,קרקע,62.72,"200,000 ₪",תל-עמל
2.0,1960.0,28/03/2008,יד לבנים 46,12483-12-9,דירה בבית קומות,3,קרקע,62.72,"200,000 ₪",תל-עמל
3.0,1960.0,06/04/2017,פאר 59,11720-16-10,דירה בבית קומות,3,שלישית,51,"565,000 ₪",תל-עמל
3.0,1960.0,01/10/2013,פאר 59,11720-16-10,דירה בבית קומות,3,שלישית,51,"410,000 ₪",תל-עמל
3.0,1960.0,22/10/2010,פאר 59,11720-16-10,דירה בבית קומות,3,שלישית,51,"150,000 ₪",תל-עמל
1.0,1950.0,28/03/2017,יד לבנים 38,12483-6-1,דירה בבית קומות,3,קרקע,62.09,"450,000 ₪",תל-עמל
5.0,1960.0,09/03/2017,פאר 32,12497-4-6,דירה בבית קומות,3,שניה,57.05,"650,000 ₪",תל-עמל
3.0,1960.0,05/03/2017,יוסף וינר 7,12496-8-4,דירה בבית קומות,3,שניה,65.8,"665,000 ₪",תל-עמל
3.0,1960.0,09/09/2015,יוסף וינר 7,12496-8-4,דירה בבית קומות,3,שניה,65.8,"480,000 ₪",תל-עמל
3.0,1960.0,01/08/1999,יוסף וינר 7,12496-8-4,דירה בבית קומות,3,שניה,65.8,"445,000 ₪",תל-עמל
2.0,1960.0,21/02/2017,דוד רזיאל 49,12484-11-4,דירה בבית קומות,3,קרקע,49,"455,000 ₪",תל-עמל
2.0,1960.0,15/04/2001,דוד רזיאל 49,12484-11-4,דירה בבית קומות,3,קרקע,49,"208,000 ₪",תל-עמל
2.0,1932.0,20/02/2017,הירדן 28,12486-1-3,דירה בבית קומות,2,ראשונה,25,"350,000 ₪",תל-עמל
2.0,1932.0,20/02/2017,הירדן 28,12486-1-1,דירה בבית קומות,2,שניה,50,"175,000 ₪",תל-עמל
4.0,1998.0,16/02/2017,דוד רזיאל 29,12486-18-8,דירה בבית קומות,3,שלישית,70,"685,000 ₪",תל-עמל
2.0,1960.0,13/02/2017,פאר 71,11720-48-1,דירה בבית קומות,2,מרתף,58.4,"600,000 ₪",תל-עמל
2.0,1960.0,27/10/2010,פאר 71,11720-48-1,דירה בבית קומות,2,מרתף,58.4,"245,000 ₪",תל-עמל
9.0,2014.0,15/01/2017,יד לבנים 174,12496-13-30,דירה בבית קומות,4,עשירית,85,"1,220,000 ₪",תל-עמל
9.0,2014.0,05/01/2017,יד לבנים 174,12496-13-20,דירה בבית קומות,4,ראשונה,87,"1,190,000 ₪",תל-עמל
4.0,1960.0,21/12/2016,דוד רזיאל 24,12486-21-10,דירה בבית קומות,3,שניה,62,"160,000 ₪",תל-עמל
4.0,1960.0,16/06/2010,דוד רזיאל 24,12486-21-10,דירה בבית קומות,3,שניה,62,"280,000 ₪",תל-עמל
3.0,1962.0,19/12/2016,יוסף וינר 22,12494-6-6,דירה בבית קומות,2.5,שלישית,51.1,"525,000 ₪",תל-עמל
4.0,1970.0,13/12/2016,פאר 52,11720-31-3,דירה בבית קומות,2,שניה,47.4,"462,000 ₪",תל-עמל
8.0,1970.0,29/11/2016,יוסף וינר 15,12494-27-13,דירה בבית קומות,3,שלישית,81.45,"750,000 ₪",תל-עמל
